owner,farm_name,mill,in_country_partner,country_of_origin,altitude_low_meters,altitude_high_meters,altitude_mean_meters,number_of_bags,bag_weight,species,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,category_one_defects,category_two_defects,color,total_cup_points
bourbon specialty coffees,NA,NA,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,300,60 kg,Arabica,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,0.12,0,1,Green,82.17
tembo coffee company ltd,ilomba 2,tembo coffee company ltd,Africa Fine Coffee Association,"Tanzania, United Republic Of",1700,1700,1700,10,60 kg,Arabica,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,0.12,0,1,Green,82.17
j.andrade,el pino,"el pino, cosautlan de carvajal",AMECAFE,Mexico,1100,1100,1100,200,1 kg,Arabica,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,0.12,0,0,Green,82.17
lusso lab,NA,NA,Specialty Coffee Association,Mexico,1200,1600,1400,2,2 kg,Arabica,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,0.1,1,1,None,82.17
cqi taiwan icp cqi台灣合作夥伴,song yue coffee 嵩岳咖啡,song yue coffee 嵩岳咖啡,Blossom Valley International,Taiwan,1200,1200,1200,60,60 kg,Arabica,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,0.11,0,0,Green,82.17
"lin, che-hao krude 林哲豪",kan tou mountain coffee 崁頭山咖啡館,kan tou mountain coffee 崁頭山咖啡館,Specialty Coffee Association,Taiwan,800,800,800,80,10 kg,Arabica,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,0,0,0,Green,82.17
exportadora de cafe condor s.a,NA,triladora bonanza,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,0,0,1,Bluish-Green,82.17
saul m. hernandez ramirez,el nanchi,"buenas vista, municipio de san bartolo tutotepec",AMECAFE,Mexico,1144,1144,1144,10,1 kg,Arabica,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,0.15,1,9,None,82.17
the coffee source inc.,NA,NA,Specialty Coffee Association,Guatemala,1350,1350,1350,250,1 kg,Arabica,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,0.12,0,2,None,82.17
salvador caro carrion,las truchas,las truchas,AMECAFE,Mexico,1000,1000,1000,200,1 kg,Arabica,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,0.12,0,4,Green,82.17
organizaciones de productores de cafe colimense,"la calera, barranca de la leona, el nogal",beneficio productores organicos de cnoas s.p.r. de r.l.,AMECAFE,Mexico,1200,1200,1200,60,1 kg,Arabica,Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,0.1,0,1,Green,82.17
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindioa,Almacafé,Colombia,1800,1800,1800,250,70 kg,Arabica,NA,NA,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,0.08,0,0,NA,82.17
sanjava coffee,various,bener meriah - gayo,Specialty Coffee Association of Indonesia,Indonesia,1300,1300,1300,2,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,0.15,0,3,NA,82.08
raúl vargas,NA,san josé / neiva,Almacafé,Colombia,NA,NA,NA,275,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,0,0,6,Green,82.08
ipanema coffees,fazenda capoeirnha,dry mill,Brazil Specialty Coffee Association,Brazil,894,894,894,320,60 kg,Arabica,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,0.11,0,3,Green,82.08
ipanema coffees,rio verde,ipanema comercial e exportadora sa,Brazil Specialty Coffee Association,Brazil,1,1,1,320,2 kg,Arabica,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,0,0,1,Green,82.08
"cafetalera internacional cafinter, s.a.",el patalillo,el patalillo,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1400,1300,275,350 kg,Arabica,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,0,0,0,Blue-Green,82.08
balam hinyula,ampcg,dae ltd,Tanzanian Coffee Board,"Tanzania, United Republic Of",1500,1500,1500,300,2 kg,Arabica,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,0.12,0,5,Green,82.08
ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro convenant estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",1500,1700,1600,1,60 kg,Arabica,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,0.12,0,3,Green,82.08
cafe politico,NA,NA,Specialty Coffee Association,Colombia,NA,NA,NA,1,5 lbs,Arabica,NA,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,0.11,1,0,Green,82.08
"ceca, s.a.",cafetalera aquiares,cafetalera aquiares,Specialty Coffee Association of Costa Rica,Costa Rica,13,13,13,150,69 kg,Arabica,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,0.11,0,2,Green,82.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,4,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,0.11,0,0,Bluish-Green,82.08
"el equimite, cafetal biodinámico","cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico",AMECAFE,Mexico,1300,1300,1300,35,1 kg,Arabica,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,0.13,0,7,Green,82.08
julio perez hernandez,NA,"tapachula, chiapas",AMECAFE,Mexico,1800,1800,1800,250,1 kg,Arabica,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,0.13,3,13,Green,82.08
rosa aurora falcon fernandez,bola de oro,"coatepec, ver",AMECAFE,Mexico,1250,1250,1250,15,1 kg,Arabica,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,0.11,0,11,Green,82.08
royal base corporation,"apollo co., ltd.","apollo co., ltd.",Specialty Coffee Association,Vietnam,1040,1040,1040,1,2 kg,Arabica,Other,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,0.12,0,2,Green,82.08
sergio de la vequia bernardi,tomatlancillo,cafetalera la cuchilla,AMECAFE,Mexico,1250,1250,1250,250,1 kg,Arabica,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,0.11,0,1,Green,82.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,10,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,0.1,0,2,Green,82.08
carcafe ltda ci,NA,NA,Almacafé,Colombia,1600,1600,1600,275,70 kg,Arabica,NA,NA,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,0.08,1,5,NA,82.08
bismarck castro,las moras,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1600,1600,1600,275,69 kg,Arabica,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,0.12,0,1,Green,82
bismarck castro,las moras,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1600,1600,1600,275,69 kg,Arabica,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,0.1,0,7,Green,82
ipanema coffees,capoeirinha,dry mill,Brazil Specialty Coffee Association,Brazil,944,944,944,230,60 kg,Arabica,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,0.11,0,3,Green,82
didas,family farm,NA,Africa Fine Coffee Association,"Tanzania, United Republic Of",1500,1800,1650,2,80 kg,Arabica,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,0.13,0,20,Green,82
minwook ku,club green,club green,Specialty Coffee Institute of Asia,Laos,1250,1250,1250,1,2 kg,Arabica,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,0.12,0,0,Blue-Green,82
finca estate,finca estate,finca estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",1300,1400,1350,1,60 kg,Arabica,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,0.12,0,3,Green,82
afca,chikali,mzuzu coffee coop union,Africa Fine Coffee Association,Malawi,2500,2500,2500,16,60 kg,Arabica,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,0.13,0,1,Bluish-Green,82
"lin, che-hao krude 林哲豪","you siang coffee farmtainan, taiwan 台灣台南優香咖啡","you siang coffee farmtainan, taiwan 台灣台南優香咖啡",Specialty Coffee Association,Taiwan,600,600,600,50,20 kg,Arabica,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,0.09,0,0,Green,82
doi tung development project,NA,doi tung development project,Specialty Coffee Association,Thailand,800,800,800,1,1 kg,Arabica,NA,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,0.11,0,0,Green,82
eric thormaehlen,various,coricafe sa,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1400,1300,250,1 kg,Arabica,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,0.1,0,4,Green,82
beneficio santa rosa,bsr,beneficio santa rosa s.a.,Instituto Hondureño del Café,Honduras,1400,1400,1400,275,69 kg,Arabica,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,0.11,0,5,Green,82
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1800,2000,1900,250,70 kg,Arabica,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,0.11,0,1,Green,82
"lin, che-hao krude 林哲豪",gao chun fang 高醇坊,gao chun fang 高醇坊,Specialty Coffee Association,Taiwan,600,700,650,30,10 kg,Arabica,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,0.12,0,0,Bluish-Green,82
owen carver,café do paraíso,café do paraíso,Specialty Coffee Association,Brazil,894,1183,1038.5,1,2 kg,Arabica,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,0.11,0,0,Blue-Green,82
jorge octavio escamilla prado,la ceiba,NA,AMECAFE,Mexico,940,940,940,15,1 kg,Arabica,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,0.12,0,1,Green,82
nucoffee,campo das flores,NA,NUCOFFEE,Brazil,1000,1000,1000,50,60 kg,Arabica,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,0.12,0,1,Green,82
nucoffee,são josé da lagoa,NA,NUCOFFEE,Brazil,1050,1050,1050,75,60 kg,Arabica,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,0.11,0,1,Blue-Green,82
juan luis alvarado romero,el faro,NA,Asociacion Nacional Del Café,Guatemala,NA,NA,NA,250,1 kg,Arabica,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,0.11,0,3,Green,82
nucoffee,santa mariana/são vicente,NA,NUCOFFEE,Brazil,950,950,950,53,60 kg,Arabica,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,0.12,0,2,Green,82
felipe isaza,conquista / morito,beneficio ixchel,Specialty Coffee Association,Guatemala,1402.08,1402.08,1402.08,250,2 kg,Arabica,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,0,0,10,Green,82
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,150,70 kg,Arabica,Caturra,NA,7.33,7,7.08,7.42,7.5,7.67,10,10,10,0.07,0,2,NA,82
juan luis alvarado romero,la esperanza,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1901,1901,1901,25,69 kg,Arabica,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,0.1,0,1,Green,81.92
juan luis alvarado romero,las delicias,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,50,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,0.11,0,0,Green,81.92
bismarck castro,los hicaques,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1400,1400,1400,274,67 kg,Arabica,Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,0.12,0,1,Green,81.92
gabriel barbara,santa bárbara,copag,Brazil Specialty Coffee Association,Brazil,1020,1020,1020,305,59 kg,Arabica,Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,0.11,0,4,Green,81.92
consejo salvadoreño del café,la esperanza,san miguel,Salvadoran Coffee Council,El Salvador,1250,1250,1250,275,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,0.11,0,2,Green,81.92
juan luis alvarado romero,las cebollas y anexos,la conquista,Asociacion Nacional Del Café,Guatemala,1300,1800,1550,275,69 kg,Arabica,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,0.11,0,7,Green,81.92
mcomafa co ltd,mcomafa farm no1155gr,mcomafa,Africa Fine Coffee Association,"Tanzania, United Republic Of",1877,1877,1877,114,60 kg,Arabica,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,0.12,0,4,Green,81.92
chris finch,NA,NA,Specialty Coffee Association,Nicaragua,NA,NA,NA,275,5 lbs,Arabica,NA,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,0.12,3,4,Green,81.92
lusso lab,mubuyu munali,NA,Specialty Coffee Association,Zambia,1000,1500,1250,13,2 kg,Arabica,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,0,1,3,NA,81.92
rob tuttle,NA,NA,Specialty Coffee Association,Honduras,NA,NA,NA,1,2 kg,Arabica,NA,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,0.11,0,0,Green,81.92
cqi taiwan icp cqi台灣合作夥伴,dragon coffee 龍咖啡,dragon coffee 龍咖啡,Blossom Valley International,Taiwan,1000,1000,1000,35,30 kg,Arabica,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,0.11,0,0,Green,81.92
calixto guillen vazquez,various,productores de cafes especiales sc,AMECAFE,Mexico,1300,1300,1300,450,1 kg,Arabica,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,0.12,0,6,Green,81.92
saul m. hernandez ramirez,platanal,en el plan de guadalupe,AMECAFE,Mexico,981,981,981,10,1 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,0.13,2,7,None,81.92
saul m. hernandez ramirez,texpanco,"en chiatipan, municipio de huazalingo",AMECAFE,Mexico,690,690,690,10,1 kg,Arabica,Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,0.14,2,8,None,81.92
juan hermilio sampieri carcamo,la laja,la laja pinillos veracruz,AMECAFE,Mexico,1650,1650,1650,30,1 kg,Arabica,Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,0.12,0,4,Green,81.92
modesto landeros flores,mata larga,finca mata larga,AMECAFE,Mexico,1000,1000,1000,62,1 kg,Arabica,Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,0.12,0,0,Green,81.92
nucoffee,sitío corrego da olaria/são caetano,NA,NUCOFFEE,Brazil,1100,1100,1100,8,60 kg,Arabica,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,0.12,0,3,Green,81.92
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindio,Almacafé,Colombia,1600,1600,1600,250,70 kg,Arabica,NA,NA,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,0.09,0,1,NA,81.92
juan luis alvarado romero,la esmeralda,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,157.8864,157.8864,157.8864,25,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,0.1,1,1,Green,81.83
troy quimby,estate la patricia,micro beneficio la cabaña-javier meza,Specialty Coffee Association,Costa Rica,1900,1900,1900,15,46 kg,Arabica,Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,0,1,4,Green,81.83
gabriel barbara,helena,copag,Brazil Specialty Coffee Association,Brazil,973,973,973,200,59 kg,Arabica,Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,0.11,0,3,Green,81.83
aulia arif syahri,mudar,pt. olam indonesia,Specialty Coffee Association,Indonesia,1250,1250,1250,166,30 kg,Arabica,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,0.11,0,0,Green,81.83
juan luis alvarado romero,chapultepec,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,3280,3280,3280,130,69 kg,Arabica,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,0.1,2,6,Green,81.83
ipanema coffees,rio verde,ipanema comercial e exportadora sa,Brazil Specialty Coffee Association,Brazil,1,1,1,320,2 kg,Arabica,Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,0,0,1,Green,81.83
ipanema coffees,rio verde,ipanema comercial e exportadora sa,Brazil Specialty Coffee Association,Brazil,1,1,1,300,2 kg,Arabica,Yellow Bourbon,Natural / Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,10,0,0,0,Green,81.83
u mg mg,wat-ka-bu,NA,Coffee Quality Institute,Myanmar,4001,4001,4001,1,2 kg,Arabica,Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,0,0,2,Green,81.83
viridiana,rancho bonito,rancho bonito,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Mexico,1350,1500,1425,250,2 kg,Arabica,Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,0.11,0,7,Green,81.83
cadexsa,cerro bueno,cadexsa,Instituto Hondureño del Café,Honduras,1400,1400,1400,275,1 kg,Arabica,Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,0.12,0,1,Green,81.83
"cafetalera internacional cafinter, s.a.",el patalillo,el patalillo,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1400,1300,275,18975 kg,Arabica,Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,0.09,0,0,Green,81.83
"lin, che-hao krude 林哲豪",gao chun fang 高醇坊,gao chun fang 高醇坊,Specialty Coffee Association,Taiwan,700,700,700,8,5 kg,Arabica,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,0,0,0,Green,81.83
essencecoffee,dozen small farmer,NA,Blossom Valley International,Indonesia,1300,1300,1300,300,10 kg,Arabica,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,0.11,2,6,None,81.83
afca,kakoma,mzuzu coffee coop union,Africa Fine Coffee Association,Malawi,1556,1556,1556,24,60 kg,Arabica,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,0.13,0,0,Green,81.83
ipanema coffees,rio verde,ipanema coffees,Specialty Coffee Association,Brazil,1100,1100,1100,320,2 kg,Arabica,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,0.11,0,0,Green,81.83
NA,gran manzana y el aguacate,cigrah sps,Instituto Hondureño del Café,Honduras,1350,1350,1350,275,1 kg,Arabica,Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,0.1,0,4,Green,81.83
kurt kappeli,various,cafe gourmet de sierra azul sc,Specialty Coffee Association,Mexico,1550,1550,1550,280,2 kg,Arabica,Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,0.11,0,0,Green,81.83
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,50,70 kg,Arabica,Caturra,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,0,2,0,Bluish-Green,81.83
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,19,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,0,1,1,Bluish-Green,81.83
jacques pereira carneiro,sertao farm,armazens gerais cocarive,Specialty Coffee Association,Brazil,1250,1250,1250,300,60 kg,Arabica,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,Bluish-Green,81.83
juan luis alvarado romero,el sacramento,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,69 kg,Arabica,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,0.11,0,1,Green,81.83
christina dusing,finca muxbal,ecc beneficio veracruz,AMECAFE,Mexico,1500,1500,1500,302,1 kg,Arabica,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,0.12,0,2,Green,81.83
jorge francisco martinez hachity,el deseo,beneficio el grande,AMECAFE,Mexico,1250,1250,1250,15,1 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,0.12,0,10,Green,81.83
nucoffee,cianorte,NA,NUCOFFEE,Brazil,900,950,925,58,60 kg,Arabica,Mundo Novo,NA,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,0.02,0,2,NA,81.83
exportadora de cafe condor s.a,NA,triladora bonanza-armenia,Almacafé,Colombia,1600,1800,1700,250,70 kg,Arabica,NA,NA,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,0.05,0,0,NA,81.83
kona pacific farmers cooperative,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,30,0 lbs,Arabica,NA,NA,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,0.02,3,12,NA,81.83
juan luis alvarado romero,las merceditas,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1700,1700,1700,50,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,0.11,0,1,Green,81.75
"sunvirtue co., ltd.",apollo estate,apollo estate,Specialty Coffee Association,Vietnam,1040,1040,1040,1,2 kg,Arabica,Caturra,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,0.12,0,0,Bluish-Green,81.75
ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro convenant estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",1500,1700,1600,1,60 kg,Arabica,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,0.12,0,4,Bluish-Green,81.75
cafe politico,NA,NA,Specialty Coffee Association,Brazil,NA,NA,NA,1,5 lbs,Arabica,NA,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,0.1,0,1,Bluish-Green,81.75
saul m. hernandez ramirez,los magueyes,en santa maria temaxcalapa,AMECAFE,Mexico,774,774,774,10,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,0.13,2,9,None,81.75
sergio landa alarcon,finca tepictla,tepictla y xalapa veracruz,AMECAFE,Mexico,1250,1250,1250,100,1 kg,Arabica,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,0.13,0,23,Green,81.75
diego manuel woolrich ramirez,"arroyo triste, arroyo triste, san jose vista hermosa","arroyo triste, arroyo triste, san jose vista hermosa",AMECAFE,Mexico,1100,1100,1100,42,1 kg,Arabica,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,0.11,0,1,Green,81.75
armando luis pohlenz martinez,NA,finca custepec,AMECAFE,Mexico,1550,1550,1550,250,1 kg,Arabica,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,0.12,10,14,Green,81.75
enrique eduardo lopez aguilar,santa cruz - pante doña graciela,NA,AMECAFE,Mexico,1650,1650,1650,28,1 kg,Arabica,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,0.12,0,1,NA,81.75
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindioa,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,0,0,1,Green,81.75
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,NA,NA,7.42,7.58,6.92,7.08,7.25,8,10,10,10,0.08,0,0,NA,81.75
ipanema coffees,fazenda capoeirnha,dry mill,Brazil Specialty Coffee Association,Brazil,890,890,890,320,60 kg,Arabica,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,0.11,0,5,Green,81.67
juan luis alvarado romero,las merceditas,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1700,1700,1700,50,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,0.1,0,1,Green,81.67
juan luis alvarado romero,la esmeralda,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,80,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,0.12,0,3,Green,81.67
cadexsa,bethel,dry mill,Instituto Hondureño del Café,Honduras,1450,1450,1450,275,69 kg,Arabica,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,0.11,0,2,Blue-Green,81.67
taylor winch (coffee) ltd.,ngima,dae ltd,Tanzanian Coffee Board,"Tanzania, United Republic Of",1800,1800,1800,320,60 kg,Arabica,NA,NA,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,0,0,1,Green,81.67
"comercial internacional exportadora, s.a.",santa matilde,dry mill,Instituto Hondureño del Café,Nicaragua,NA,NA,NA,275,69 kg,Arabica,NA,NA,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,0.1,0,1,Green,81.67
racafe & cia s.c.a,NA,bachue,Almacafé,Colombia,NA,NA,NA,165,70 kg,Arabica,NA,NA,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,0,0,1,NA,81.67
ipanema coffees,rio verde,ipanema comercial e exportadora sa,Brazil Specialty Coffee Association,Brazil,1,1,1,320,2 kg,Arabica,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,0,0,0,Green,81.67
